type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
discharge,2008-05-24 01:09:21,24,B0006,551,1168,01168.csv,1.2635402021758835,,
impedance,2008-05-24 01:58:28,24,B0006,552,1169,01169.csv,,0.0732641449429155,0.09485788030578557
charge,2008-05-24 02:30:34,24,B0006,553,1170,01170.csv,,,
impedance,2008-05-24 05:28:14,24,B0006,554,1171,01171.csv,,0.07525091465096566,0.10263114150619053
discharge,2008-05-24 06:00:20,24,B0006,555,1172,01172.csv,1.2479761706842853,,
impedance,2008-05-24 06:49:19,24,B0006,556,1173,01173.csv,,0.07295338594839133,0.09709171535624934
charge,2008-05-24 07:21:25,24,B0006,557,1174,01174.csv,,,
impedance,2008-05-24 10:10:44,24,B0006,558,1175,01175.csv,,0.07579555842218386,0.10337622430701954
discharge,2008-05-24 10:42:50,24,B0006,559,1176,01176.csv,1.2321202877943334,,
impedance,2008-05-24 11:31:49,24,B0006,560,1177,01177.csv,,0.07229989931673016,0.09726851617156725
charge,2008-05-24 12:03:55,24,B0006,561,1178,01178.csv,,,
impedance,2008-05-24 14:59:04,24,B0006,562,1179,01179.csv,,0.07634314633390711,0.10459379391771405
discharge,2008-05-24 15:31:10,24,B0006,563,1180,01180.csv,1.2271137666213534,,
impedance,2008-05-24 16:20:01,24,B0006,564,1181,01181.csv,,0.07208193445058439,0.09632752730869723
charge,2008-05-24 16:52:07,24,B0006,565,1182,01182.csv,,,
impedance,2008-05-24 19:49:07,24,B0006,566,1183,01183.csv,,0.07548574752727838,0.10415670198896312
discharge,2008-05-24 20:21:13,24,B0006,567,1184,01184.csv,1.2217397581377356,,
impedance,2008-05-24 21:10:04,24,B0006,568,1185,01185.csv,,0.074020498261262,0.09921529436633025
charge,2008-05-24 21:42:10,24,B0006,569,1186,01186.csv,,,
impedance,2008-05-25 00:34:43,24,B0006,570,1187,01187.csv,,0.075678173941146,0.10498941605859084
discharge,2008-05-25 01:06:49,24,B0006,571,1188,01188.csv,1.211102678915174,,
impedance,2008-05-25 01:55:30,24,B0006,572,1189,01189.csv,,0.07451902070420802,0.09722241475542803
charge,2008-05-25 02:27:37,24,B0006,573,1190,01190.csv,,,
impedance,2008-05-25 05:25:11,24,B0006,574,1191,01191.csv,,0.07639730618221811,0.10625558495145841
discharge,2008-05-25 05:57:17,24,B0006,575,1192,01192.csv,1.2056159765131735,,
impedance,2008-05-25 06:45:59,24,B0006,576,1193,01193.csv,,0.07424018982352315,0.09804575972887292
charge,2008-05-25 07:18:06,24,B0006,577,1194,01194.csv,,,
impedance,2008-05-25 10:19:30,24,B0006,578,1195,01195.csv,,0.07554089552390525,0.10325199429925233
discharge,2008-05-25 10:51:37,24,B0006,579,1196,01196.csv,1.2008936262717274,,
impedance,2008-05-25 11:40:09,24,B0006,580,1197,01197.csv,,0.0751269930267548,0.0976015207267083
charge,2008-05-25 12:12:16,24,B0006,581,1198,01198.csv,,,
impedance,2008-05-25 15:05:01,24,B0006,582,1199,01199.csv,,0.07758555911246837,0.10473113760753461
discharge,2008-05-25 15:37:08,24,B0006,583,1200,01200.csv,1.1905903985558335,,
impedance,2008-05-25 16:25:42,24,B0006,584,1201,01201.csv,,0.07300304718574424,0.09986121453402325
charge,2008-05-25 16:57:49,24,B0006,585,1202,01202.csv,,,
impedance,2008-05-25 19:50:54,24,B0006,586,1203,01203.csv,,0.07914099539982122,0.10410597469599145
discharge,2008-05-25 20:23:04,24,B0006,587,1204,01204.csv,1.185179251041941,,
impedance,2008-05-25 21:11:31,24,B0006,588,1205,01205.csv,,0.0733791162898153,0.10012439870046425
charge,2008-05-25 21:43:40,24,B0006,589,1206,01206.csv,,,
impedance,2008-05-26 00:40:52,24,B0006,590,1207,01207.csv,,0.07703480377026387,0.1043025357256912
discharge,2008-05-26 01:13:02,24,B0006,591,1208,01208.csv,1.1796706818144624,,
impedance,2008-05-26 02:01:29,24,B0006,592,1209,01209.csv,,0.07400638737748559,0.10058214210272005
charge,2008-05-26 02:33:39,24,B0006,593,1210,01210.csv,,,
impedance,2008-05-26 05:28:58,24,B0006,594,1211,01211.csv,,0.07558657312230183,0.10545022867710716
discharge,2008-05-26 06:01:08,24,B0006,595,1212,01212.csv,1.1745952836753915,,
impedance,2008-05-26 06:49:35,24,B0006,596,1213,01213.csv,,0.07445731304872845,0.09771765292275987
charge,2008-05-26 07:21:44,24,B0006,597,1214,01214.csv,,,
impedance,2008-05-26 10:12:28,24,B0006,598,1215,01215.csv,,0.07680024027253078,0.10505838895245793
discharge,2008-05-26 10:44:38,24,B0006,599,1216,01216.csv,1.15381833159625,,
impedance,2008-05-26 11:32:56,24,B0006,600,1217,01217.csv,,0.07404961895766839,0.10004265315557904
charge,2008-05-26 12:05:07,24,B0006,601,1218,01218.csv,,,
impedance,2008-05-26 14:58:33,24,B0006,602,1219,01219.csv,,0.07773379473968531,0.1055258410926404
discharge,2008-05-26 15:30:43,24,B0006,603,1220,01220.csv,1.1644009557372264,,
impedance,2008-05-26 16:19:02,24,B0006,604,1221,01221.csv,,0.07345356672681479,0.09958433419834246
charge,2008-05-26 16:51:13,24,B0006,605,1222,01222.csv,,,
impedance,2008-05-26 19:48:54,24,B0006,606,1223,01223.csv,,0.07649758460967311,0.10668360253694291
discharge,2008-05-26 20:21:04,24,B0006,607,1224,01224.csv,1.1587974947916069,,
impedance,2008-05-26 21:09:22,24,B0006,608,1225,01225.csv,,0.07429181207917376,0.10145770673563659
charge,2008-05-26 21:41:33,24,B0006,609,1226,01226.csv,,,
impedance,2008-05-27 00:27:55,24,B0006,610,1227,01227.csv,,0.07693445086160708,0.10589812281309796
discharge,2008-05-27 15:52:41,24,B0006,611,1228,01228.csv,1.1749748834769171,,
charge,2008-05-27 17:53:59,24,B0006,612,1229,01229.csv,,,
discharge,2008-05-27 20:45:42,24,B0006,613,1230,01230.csv,1.1856752327929356,,
impedance,2008-05-27 21:34:28,24,B0006,614,1231,01231.csv,,0.07358936787982846,0.09999474026181411
charge,2008-05-28 11:09:42,24,B0006,615,1232,01232.csv,,,
charge,2008-04-02 13:08:17,24,B0007,0,1233,01233.csv,,,
discharge,2008-04-02 15:25:41,24,B0007,1,1234,01234.csv,1.89105229539079,,
charge,2008-04-02 16:37:51,24,B0007,2,1235,01235.csv,,,
discharge,2008-04-02 19:43:48,24,B0007,3,1236,01236.csv,1.880637027686859,,
charge,2008-04-02 20:55:40,24,B0007,4,1237,01237.csv,,,
discharge,2008-04-03 00:01:06,24,B0007,5,1238,01238.csv,1.8806626717011388,,
charge,2008-04-03 01:12:38,24,B0007,6,1239,01239.csv,,,
discharge,2008-04-03 04:16:37,24,B0007,7,1240,01240.csv,1.8807709009833444,,
charge,2008-04-03 05:27:49,24,B0007,8,1241,01241.csv,,,
discharge,2008-04-03 08:33:25,24,B0007,9,1242,01242.csv,1.8794508728285058,,
charge,2008-04-03 09:44:35,24,B0007,10,1243,01243.csv,,,
discharge,2008-04-03 12:55:10,24,B0007,11,1244,01244.csv,1.8807003517117404,,
charge,2008-04-03 14:06:43,24,B0007,12,1245,01245.csv,,,
discharge,2008-04-03 17:17:16,24,B0007,13,1246,01246.csv,1.8799352523566075,,
charge,2008-04-03 18:28:47,24,B0007,14,1247,01247.csv,,,
discharge,2008-04-03 21:28:14,24,B0007,15,1248,01248.csv,1.8815088124038797,,
charge,2008-04-03 22:38:27,24,B0007,16,1249,01249.csv,,,
discharge,2008-04-04 01:38:15,24,B0007,17,1250,01250.csv,1.8696907870385844,,
charge,2008-04-04 02:48:06,24,B0007,18,1251,01251.csv,,,
discharge,2008-04-04 05:48:08,24,B0007,19,1252,01252.csv,1.870052380139199,,
charge,2008-04-04 06:58:00,24,B0007,20,1253,01253.csv,,,
discharge,2008-04-04 09:57:19,24,B0007,21,1254,01254.csv,1.8700442394188577,,
charge,2008-04-04 11:06:50,24,B0007,22,1255,01255.csv,,,
charge,2008-04-04 15:05:59,24,B0007,23,1256,01256.csv,,,
discharge,2008-04-04 17:56:27,24,B0007,24,1257,01257.csv,1.8596518987766364,,
charge,2008-04-04 19:05:19,24,B0007,25,1258,01258.csv,,,
discharge,2008-04-04 22:01:54,24,B0007,26,1259,01259.csv,1.8590746560862206,,
charge,2008-04-04 23:10:25,24,B0007,27,1260,01260.csv,,,
discharge,2008-04-05 02:20:26,24,B0007,28,1261,01261.csv,1.8590084577709232,,
charge,2008-04-05 03:28:57,24,B0007,29,1262,01262.csv,,,
discharge,2008-04-05 06:25:01,24,B0007,30,1263,01263.csv,1.8593622586957048,,
charge,2008-04-05 07:33:12,24,B0007,31,1264,01264.csv,,,
discharge,2008-04-05 10:30:32,24,B0007,32,1265,01265.csv,1.8587355450601035,,
charge,2008-04-05 11:38:22,24,B0007,33,1266,01266.csv,,,
discharge,2008-04-05 14:34:41,24,B0007,34,1267,01267.csv,1.847817291322145,,
charge,2008-04-05 15:42:11,24,B0007,35,1268,01268.csv,,,
discharge,2008-04-05 18:39:25,24,B0007,36,1269,01269.csv,1.8485252916137047,,
charge,2008-04-05 19:46:36,24,B0007,37,1270,01270.csv,,,
discharge,2008-04-05 22:46:35,24,B0007,38,1271,01271.csv,1.848378951850034,,
charge,2008-04-18 17:34:22,24,B0007,39,1272,01272.csv,,,
impedance,2008-04-18 20:55:29,24,B0007,40,1273,01273.csv,,0.03816813609946085,0.06158094574229446
discharge,2008-04-18 21:10:19,24,B0007,41,1274,01274.csv,1.8807805437609766,,
impedance,2008-04-18 22:39:16,24,B0007,42,1275,01275.csv,,0.042352200255114755,0.07946205744298855
charge,2008-04-18 22:53:58,24,B0007,43,1276,01276.csv,,,
impedance,2008-04-19 02:14:27,24,B0007,44,1277,01277.csv,,0.03971312292013592,0.06180654339682964
discharge,2008-04-19 02:29:09,24,B0007,45,1278,01278.csv,1.8814721597443598,,
impedance,2008-04-19 03:57:24,24,B0007,46,1279,01279.csv,,0.04171928239305599,0.08085099253522705
charge,2008-04-19 04:12:06,24,B0007,47,1280,01280.csv,,,
impedance,2008-04-19 07:32:33,24,B0007,48,1281,01281.csv,,0.03840146399106517,0.06100130384680727
discharge,2008-04-19 07:47:15,24,B0007,49,1282,01282.csv,1.8810954313244785,,
impedance,2008-04-19 09:15:10,24,B0007,50,1283,01283.csv,,0.041725543288745344,0.07324252372827775
charge,2008-04-19 09:29:52,24,B0007,51,1284,01284.csv,,,
impedance,2008-04-19 12:47:00,24,B0007,52,1285,01285.csv,,0.0371051772037323,0.06007565108189894
discharge,2008-04-19 13:01:42,24,B0007,53,1286,01286.csv,1.8710089649779995,,
impedance,2008-04-19 14:28:58,24,B0007,54,1287,01287.csv,,0.039929523505293565,0.07752548996987343
charge,2008-04-19 14:43:41,24,B0007,55,1288,01288.csv,,,
impedance,2008-04-19 18:12:47,24,B0007,56,1289,01289.csv,,0.037833946033938984,0.061293760421866045
discharge,2008-04-19 18:27:29,24,B0007,57,1290,01290.csv,1.8701995151941375,,
impedance,2008-04-19 19:55:05,24,B0007,58,1291,01291.csv,,0.040868280768717374,0.07683869552898764
charge,2008-04-19 20:09:47,24,B0007,59,1292,01292.csv,,,
impedance,2008-04-19 23:27:13,24,B0007,60,1293,01293.csv,,0.037520425405365855,0.060073134186248135
discharge,2008-04-19 23:41:55,24,B0007,61,1294,01294.csv,1.8706715362800985,,
impedance,2008-04-20 01:08:11,24,B0007,62,1295,01295.csv,,0.04169865656080958,0.0720729677827527
charge,2008-04-20 01:22:53,24,B0007,63,1296,01296.csv,,,
impedance,2008-04-20 04:39:59,24,B0007,64,1297,01297.csv,,0.03739727137150672,0.0612330724542185
discharge,2008-04-20 04:54:41,24,B0007,65,1298,01298.csv,1.8596124644020169,,
impedance,2008-04-20 06:20:57,24,B0007,66,1299,01299.csv,,0.03998676920342006,0.07363674363826805
charge,2008-04-20 06:35:39,24,B0007,67,1300,01300.csv,,,
impedance,2008-04-20 10:01:46,24,B0007,68,1301,01301.csv,,0.03591968009886427,0.06057069111701671
discharge,2008-04-20 10:16:28,24,B0007,69,1302,01302.csv,1.860033909718346,,
impedance,2008-04-20 11:42:26,24,B0007,70,1303,01303.csv,,0.04146824914736063,0.06954303801749961
charge,2008-04-20 11:57:08,24,B0007,71,1304,01304.csv,,,
impedance,2008-04-20 15:22:22,24,B0007,72,1305,01305.csv,,0.03738579892114978,0.06131737602920535
discharge,2008-04-20 15:37:05,24,B0007,73,1306,01306.csv,1.8591653109160768,,
impedance,2008-04-20 17:03:01,24,B0007,74,1307,01307.csv,,0.040910536950841486,0.06973813181143433
charge,2008-04-20 17:17:44,24,B0007,75,1308,01308.csv,,,
impedance,2008-04-20 20:35:56,24,B0007,76,1309,01309.csv,,0.03789058841967389,0.06032875855026001
discharge,2008-04-20 20:50:38,24,B0007,77,1310,01310.csv,1.8481398178778288,,
impedance,2008-04-20 22:16:35,24,B0007,78,1311,01311.csv,,0.040097248859574955,0.07288145197811349
charge,2008-04-20 22:31:18,24,B0007,79,1312,01312.csv,,,
impedance,2008-04-21 02:00:19,24,B0007,80,1313,01313.csv,,0.03715722957533256,0.06103479269674707
discharge,2008-04-21 02:15:02,24,B0007,81,1314,01314.csv,1.849201702126164,,
impedance,2008-04-21 03:26:58,24,B0007,82,1315,01315.csv,,0.04119201955867326,0.06848356653346994
charge,2008-04-21 17:51:26,24,B0007,83,1316,01316.csv,,,
charge,2008-04-22 14:15:41,24,B0007,84,1317,01317.csv,,,
discharge,2008-04-22 15:33:49,24,B0007,85,1318,01318.csv,1.8834677437950846,,
impedance,2008-04-22 16:33:03,24,B0007,86,1319,01319.csv,,0.04105669646645134,0.07065997133250308
charge,2008-04-22 17:04:53,24,B0007,87,1320,01320.csv,,,
impedance,2008-04-22 19:54:32,24,B0007,88,1321,01321.csv,,0.041759405414555945,0.06445608820977453
discharge,2008-04-22 20:26:18,24,B0007,89,1322,01322.csv,1.8628211117905844,,
impedance,2008-04-22 21:24:34,24,B0007,90,1323,01323.csv,,0.04119459773687198,0.07022095542831697
charge,2008-04-22 21:56:21,24,B0007,91,1324,01324.csv,,,
impedance,2008-04-23 00:46:24,24,B0007,92,1325,01325.csv,,0.04232704798626884,0.06414150947613172
discharge,2008-04-23 01:18:11,24,B0007,93,1326,01326.csv,1.852085039652352,,
impedance,2008-04-23 02:16:08,24,B0007,94,1327,01327.csv,,0.03996874022966617,0.06812474119697177
charge,2008-04-23 02:47:55,24,B0007,95,1328,01328.csv,,,
impedance,2008-04-23 05:46:32,24,B0007,96,1329,01329.csv,,0.03967286398299121,0.06333755034552216
discharge,2008-04-23 06:18:19,24,B0007,97,1330,01330.csv,1.8469504648208708,,
impedance,2008-04-23 07:16:07,24,B0007,98,1331,01331.csv,,0.03979410788978178,0.06877945536158117
charge,2008-04-23 07:47:54,24,B0007,99,1332,01332.csv,,,
impedance,2008-04-23 10:36:13,24,B0007,100,1333,01333.csv,,0.04046536725285732,0.06397225205950727
discharge,2008-04-23 11:08:00,24,B0007,101,1334,01334.csv,1.836828431169018,,
impedance,2008-04-23 12:05:30,24,B0007,102,1335,01335.csv,,0.04093901824195282,0.06675223084774302
charge,2008-04-23 12:37:17,24,B0007,103,1336,01336.csv,,,
impedance,2008-04-23 15:34:37,24,B0007,104,1337,01337.csv,,0.04083099544598788,0.06292223531520325
discharge,2008-04-23 16:06:25,24,B0007,105,1338,01338.csv,1.8371619619672275,,
impedance,2008-04-23 17:03:55,24,B0007,106,1339,01339.csv,,0.041067363565729334,0.0662850303940424
charge,2008-04-23 17:35:42,24,B0007,107,1340,01340.csv,,,
impedance,2008-04-23 20:31:10,24,B0007,108,1341,01341.csv,,0.04078701229987664,0.06338858492819599
discharge,2008-04-23 21:02:58,24,B0007,109,1342,01342.csv,1.8316722583718854,,
impedance,2008-04-23 22:00:19,24,B0007,110,1343,01343.csv,,0.041661708894818184,0.06816357758679417
charge,2008-04-23 22:32:06,24,B0007,111,1344,01344.csv,,,
impedance,2008-04-24 01:19:46,24,B0007,112,1345,01345.csv,,0.03981735939635393,0.06446689612483536
discharge,2008-04-24 01:51:33,24,B0007,113,1346,01346.csv,1.8211470951317783,,
impedance,2008-04-24 02:48:35,24,B0007,114,1347,01347.csv,,0.040333531003242,0.06552022262244311
charge,2008-04-24 03:20:23,24,B0007,115,1348,01348.csv,,,
impedance,2008-04-24 06:18:12,24,B0007,116,1349,01349.csv,,0.03879098770177327,0.06280987925671022
discharge,2008-04-24 06:50:00,24,B0007,117,1350,01350.csv,1.816506091511515,,
impedance,2008-04-24 07:46:53,24,B0007,118,1351,01351.csv,,0.039800320946257906,0.06501329487260551
charge,2008-04-24 08:18:41,24,B0007,119,1352,01352.csv,,,
impedance,2008-04-24 11:17:36,24,B0007,120,1353,01353.csv,,0.04135849902166442,0.06409309629130175
discharge,2008-04-24 11:49:24,24,B0007,121,1354,01354.csv,1.8113815601504555,,
impedance,2008-04-24 12:46:08,24,B0007,122,1355,01355.csv,,0.04068161380288319,0.06480202845662458
charge,2008-04-24 13:17:56,24,B0007,123,1356,01356.csv,,,
impedance,2008-04-24 16:14:07,24,B0007,124,1357,01357.csv,,0.04198813216408782,0.06290743673977844
discharge,2008-04-24 16:45:56,24,B0007,125,1358,01358.csv,1.8116056333939583,,
impedance,2008-04-24 17:42:40,24,B0007,126,1359,01359.csv,,0.04069176276675313,0.06403224799847893
charge,2008-04-24 18:14:28,24,B0007,127,1360,01360.csv,,,
impedance,2008-04-24 21:06:22,24,B0007,128,1361,01361.csv,,0.0410635565050997,0.06183018814159419
discharge,2008-04-24 21:38:11,24,B0007,129,1362,01362.csv,1.8060548955557403,,
impedance,2008-04-24 22:34:45,24,B0007,130,1363,01363.csv,,0.04036112042873984,0.06359181730010477
charge,2008-04-24 23:06:34,24,B0007,131,1364,01364.csv,,,
impedance,2008-04-25 01:57:07,24,B0007,132,1365,01365.csv,,0.0397095688006817,0.06308316873083149
discharge,2008-04-25 12:03:44,24,B0007,133,1366,01366.csv,1.8132041826994056,,
charge,2008-04-25 17:02:35,24,B0007,134,1367,01367.csv,,,
discharge,2008-04-25 20:03:55,24,B0007,135,1368,01368.csv,1.8062641938283535,,
impedance,2008-04-25 21:00:31,24,B0007,136,1369,01369.csv,,0.04725020480421689,0.07272586091049475
charge,2008-04-25 21:32:20,24,B0007,137,1370,01370.csv,,,
impedance,2008-04-26 00:32:46,24,B0007,138,1371,01371.csv,,0.04658869845988432,0.06938696400889426
discharge,2008-04-26 01:04:35,24,B0007,139,1372,01372.csv,1.7958310249900458,,
impedance,2008-04-26 02:00:52,24,B0007,140,1373,01373.csv,,0.046165351746082724,0.07140516250476096
charge,2008-04-26 02:32:41,24,B0007,141,1374,01374.csv,,,
impedance,2008-04-26 05:25:46,24,B0007,142,1375,01375.csv,,0.045058966847244336,0.06928051739204368
discharge,2008-04-26 05:57:35,24,B0007,143,1376,01376.csv,1.7858852600390451,,
impedance,2008-04-26 06:53:34,24,B0007,144,1377,01377.csv,,0.04588397322290627,0.06926007196689592
charge,2008-04-26 07:25:23,24,B0007,145,1378,01378.csv,,,
impedance,2008-04-26 10:26:36,24,B0007,146,1379,01379.csv,,0.04581384765227875,0.06966533025568689
discharge,2008-04-26 10:58:25,24,B0007,147,1380,01380.csv,1.7803268604502753,,
charge,2008-04-28 17:20:47,24,B0007,148,1381,01381.csv,,,
discharge,2008-04-29 12:15:56,24,B0007,149,1382,01382.csv,1.8150756899575577,,
impedance,2008-04-29 13:12:54,24,B0007,150,1383,01383.csv,,0.04922145778943997,0.07134263821575189
charge,2008-04-29 13:44:46,24,B0007,151,1384,01384.csv,,,
impedance,2008-04-29 16:33:38,24,B0007,152,1385,01385.csv,,0.04888655382152031,0.06968514370622465
discharge,2008-04-29 17:05:27,24,B0007,153,1386,01386.csv,1.8157025154845838,,
impedance,2008-04-29 18:02:21,24,B0007,154,1387,01387.csv,,0.0483951365393567,0.07135159504195451
charge,2008-04-29 18:34:10,24,B0007,155,1388,01388.csv,,,
impedance,2008-04-29 21:28:15,24,B0007,156,1389,01389.csv,,0.04805522182634865,0.06988641944387855
discharge,2008-04-29 22:00:04,24,B0007,157,1390,01390.csv,1.8002432178056673,,
impedance,2008-04-29 22:56:30,24,B0007,158,1391,01391.csv,,0.04880060650708679,0.07055158255812932
charge,2008-04-29 23:28:20,24,B0007,159,1392,01392.csv,,,
impedance,2008-04-30 02:12:05,24,B0007,160,1393,01393.csv,,0.047509200748586077,0.07037254012210739
discharge,2008-04-30 02:43:55,24,B0007,161,1394,01394.csv,1.7904476205609308,,
impedance,2008-04-30 03:40:03,24,B0007,162,1395,01395.csv,,0.047771007804623865,0.07071182578495028
charge,2008-04-30 04:11:53,24,B0007,163,1396,01396.csv,,,
impedance,2008-04-30 07:09:52,24,B0007,164,1397,01397.csv,,0.048179914298366426,0.07048007986898036
discharge,2008-04-30 07:41:42,24,B0007,165,1398,01398.csv,1.780343032300132,,
impedance,2008-04-30 08:37:42,24,B0007,166,1399,01399.csv,,0.04807094716422849,0.07168496170621791
charge,2008-04-30 09:09:32,24,B0007,167,1400,01400.csv,,,
impedance,2008-04-30 11:56:59,24,B0007,168,1401,01401.csv,,0.04853240735824653,0.07034952369656776
discharge,2008-04-30 12:28:49,24,B0007,169,1402,01402.csv,1.775328769596812,,
impedance,2008-04-30 13:24:39,24,B0007,170,1403,01403.csv,,0.04812925712317766,0.07103622899681207
charge,2008-04-30 13:56:29,24,B0007,171,1404,01404.csv,,,
impedance,2008-04-30 16:48:25,24,B0007,172,1405,01405.csv,,0.04974625536405859,0.07095960275807538
discharge,2008-04-30 17:20:16,24,B0007,173,1406,01406.csv,1.7702629734732853,,
impedance,2008-04-30 18:16:07,24,B0007,174,1407,01407.csv,,0.04905350092860657,0.0716505512430741
charge,2008-04-30 18:47:57,24,B0007,175,1408,01408.csv,,,
impedance,2008-04-30 21:43:03,24,B0007,176,1409,01409.csv,,0.04989362821249148,0.06988750479775756
discharge,2008-04-30 22:14:54,24,B0007,177,1410,01410.csv,1.760081061854204,,
impedance,2008-04-30 23:10:36,24,B0007,178,1411,01411.csv,,0.047713850867314125,0.07104861014688077
charge,2008-04-30 23:42:27,24,B0007,179,1412,01412.csv,,,
impedance,2008-05-01 02:43:42,24,B0007,180,1413,01413.csv,,0.04762093306188868,0.06959637470924757
discharge,2008-05-01 03:15:33,24,B0007,181,1414,01414.csv,1.749647593537689,,
impedance,2008-05-01 04:11:07,24,B0007,182,1415,01415.csv,,0.04799398254598553,0.07155340020297168
charge,2008-05-01 04:42:57,24,B0007,183,1416,01416.csv,,,
impedance,2008-05-01 07:44:12,24,B0007,184,1417,01417.csv,,0.04647996212810349,0.07109805169409975
discharge,2008-05-01 08:16:03,24,B0007,185,1418,01418.csv,1.749650075059311,,
impedance,2008-05-01 09:11:27,24,B0007,186,1419,01419.csv,,0.04743838010781302,0.07011601815239543
charge,2008-05-01 09:43:18,24,B0007,187,1420,01420.csv,,,
impedance,2008-05-01 12:42:34,24,B0007,188,1421,01421.csv,,0.04796925031131609,0.07089251138004057
discharge,2008-05-01 13:14:24,24,B0007,189,1422,01422.csv,1.745028739214683,,
impedance,2008-05-01 14:09:50,24,B0007,190,1423,01423.csv,,0.048992220667641126,0.07040814900058472
charge,2008-05-01 14:41:41,24,B0007,191,1424,01424.csv,,,
impedance,2008-05-01 17:39:20,24,B0007,192,1425,01425.csv,,0.04822541815588505,0.07097691576307026
discharge,2008-05-01 18:11:10,24,B0007,193,1426,01426.csv,1.7396457455286727,,
impedance,2008-05-01 19:06:26,24,B0007,194,1427,01427.csv,,0.04821470056663109,0.06961687203754899
charge,2008-05-01 19:38:17,24,B0007,195,1428,01428.csv,,,
impedance,2008-05-01 22:38:24,24,B0007,196,1429,01429.csv,,0.04908955036286932,0.07022873713037443
discharge,2008-05-01 23:10:15,24,B0007,197,1430,01430.csv,1.7285642277717963,,
impedance,2008-05-02 00:05:31,24,B0007,198,1431,01431.csv,,0.047912972518477946,0.06948120171428374
charge,2008-05-02 00:37:22,24,B0007,199,1432,01432.csv,,,
impedance,2008-05-02 03:21:43,24,B0007,200,1433,01433.csv,,0.048817413924019566,0.07189407403925935
discharge,2008-05-02 03:53:34,24,B0007,201,1434,01434.csv,1.723900324588418,,
impedance,2008-05-02 04:48:33,24,B0007,202,1435,01435.csv,,0.04761040788727024,0.0703612147830665
charge,2008-05-02 05:20:24,24,B0007,203,1436,01436.csv,,,
impedance,2008-05-02 08:12:49,24,B0007,204,1437,01437.csv,,0.04889219507251717,0.07012605128802055
discharge,2008-05-02 08:44:40,24,B0007,205,1438,01438.csv,1.7139788776485192,,
impedance,2008-05-02 09:39:40,24,B0007,206,1439,01439.csv,,0.048347237713963785,0.07029953014036178
charge,2008-05-02 10:11:31,24,B0007,207,1440,01440.csv,,,
impedance,2008-05-02 13:11:13,24,B0007,208,1441,01441.csv,,0.04742321873077289,0.06907761875176498
discharge,2008-05-02 13:43:05,24,B0007,209,1442,01442.csv,1.7139701997004613,,
impedance,2008-05-02 14:37:55,24,B0007,210,1443,01443.csv,,0.050111225517516046,0.06960073254899966
charge,2008-05-02 15:09:46,24,B0007,211,1444,01444.csv,,,
impedance,2008-05-02 18:11:03,24,B0007,212,1445,01445.csv,,0.048460437754935325,0.0708375336017697
discharge,2008-05-02 19:07:48,24,B0007,213,1446,01446.csv,1.7036521173638766,,
charge,2008-05-02 20:28:25,24,B0007,214,1447,01447.csv,,,
discharge,2008-05-02 23:24:17,24,B0007,215,1448,01448.csv,1.7040137474382486,,
impedance,2008-05-03 00:18:59,24,B0007,216,1449,01449.csv,,0.04874528416849275,0.07248947480976828
charge,2008-05-03 00:50:52,24,B0007,217,1450,01450.csv,,,
impedance,2008-05-03 03:41:16,24,B0007,218,1451,01451.csv,,0.04890922045962195,0.07224375321168745
discharge,2008-05-03 04:13:08,24,B0007,219,1452,01452.csv,1.6935716157343033,,
impedance,2008-05-03 05:07:41,24,B0007,220,1453,01453.csv,,0.04834801429353973,0.07007227991852431
charge,2008-05-03 05:39:33,24,B0007,221,1454,01454.csv,,,
impedance,2008-05-03 08:38:27,24,B0007,222,1455,01455.csv,,0.05049341528042814,0.0714779278737494
discharge,2008-05-03 09:10:19,24,B0007,223,1456,01456.csv,1.6876577363877656,,
impedance,2008-05-03 10:04:43,24,B0007,224,1457,01457.csv,,0.04790614551385609,0.07076656687245311
charge,2008-05-03 10:36:35,24,B0007,225,1458,01458.csv,,,
impedance,2008-05-03 13:32:41,24,B0007,226,1459,01459.csv,,0.049653807534869046,0.07281511275371025
discharge,2008-05-03 14:04:34,24,B0007,227,1460,01460.csv,1.6830744356583152,,
impedance,2008-05-03 14:58:49,24,B0007,228,1461,01461.csv,,0.04815631252607322,0.07031487671206166
charge,2008-05-03 15:30:41,24,B0007,229,1462,01462.csv,,,
impedance,2008-05-03 18:26:20,24,B0007,230,1463,01463.csv,,0.049804698569480284,0.07183693248710026
discharge,2008-05-03 18:58:13,24,B0007,231,1464,01464.csv,1.6779270142025482,,
impedance,2008-05-03 19:52:28,24,B0007,232,1465,01465.csv,,0.04871866527250497,0.07073110778960329
charge,2008-05-03 20:24:21,24,B0007,233,1466,01466.csv,,,
impedance,2008-05-03 23:10:37,24,B0007,234,1467,01467.csv,,0.04960142143548596,0.07212114083797687
discharge,2008-05-03 23:42:30,24,B0007,235,1468,01468.csv,1.6732060275966172,,
impedance,2008-05-04 00:36:36,24,B0007,236,1469,01469.csv,,0.04830978182442808,0.07064084986534173
charge,2008-05-04 01:08:29,24,B0007,237,1470,01470.csv,,,
impedance,2008-05-04 04:09:47,24,B0007,238,1471,01471.csv,,0.04933286951263678,0.07263784411726666
discharge,2008-05-04 04:41:40,24,B0007,239,1472,01472.csv,1.6674367208253988,,
